name,category,region,sub_region,source,source_url,raw_text,amount,deadline,registered_at,collected_at
천안시 일자리종합지원센터 운영,취업,전국,,온통청년,https://www.cheonan.go.kr/job.do,구인정보 및 구직정보 제공 및 구인기업과 구직자 취업알선 구인정보 및 구직정보 제공 및 구인기업과 구직자 취업알선,,,2026-04-30,2026-05-04
전입 1인가구 안심보안캠설치 지원,주택 및 거주지,전국,,온통청년,https://www.ch2030youth.kr,"전입 1인 청년가구의 안전한 주거환경 제공 전입 1인가구 안심보안캠 설치(무선CCTV, 문 열림 센서, SOS비상버튼, 24시간 긴급 출동)",,20260401 ~ 20260531,2026-04-30,2026-05-04
청년단기숙소 지원사업,주택 및 거주지,전국,,온통청년,https://www.ch2030youth.kr,"취업을 위해 천안을 방문하는 청년과 관내 기업 취업 후 전입하는 청년에게 단기 숙소를 지원하는 사업으로, 면접 응시 청년에게는 1박 숙박을 지원하고 취업 확정 후 전입 청년에게는 최대 3개월간 임시 거주 공간을 제공하여 취업 준비 및 초기 정착 과정에서 발생하는 주거 부담을 완화하고 청년의 지역 정착을 유도하기 위해 추진하는 사업 면접 응시 청년 숙박 지원 및 취업 확정 전입 청년 임시 거주 지원",,,2026-04-30,2026-05-04
대학생 학자금 대출이자 지원,교육비지원,전국,,온통청년,https://www.cheonan.go.kr/prog/caSliApd/kor/sub06_04_01/intro.do,"대학생 학자금 대출 이자 지원 - 상반기 :‘17년부터 대출받은 학자금의 ‘25년 7~12월 발생 이자 지원
- 하반기 :‘17년부터 대출받은 학자금의 ‘26년 1~6월 발생 이자 지원",,20260604 ~ 20260622,2026-04-30,2026-05-04
함평 전입청년 이사 지원사업,주택 및 거주지,전국,,온통청년,https://blog.naver.com/hpcounty/224214938325,함평 전입청년 부동산 중개 보수비 및 이사비 지원 타지에서 일정기간 이상 거주하다가 함평으로 전입 및 이사하여 전입신고를 완료한 청년 세대주에게 부동산 중개보수 및 이사비 포함하여 세대별 한도 내 실비 지원,,20260303 ~ 20260529,2026-04-30,2026-05-04
부산 전세피해 임차인 주거안정지원금 지원,주택 및 거주지,전국,,온통청년,www.gov.kr ,"「전세사기피해자 지원 및 주거안정에 관한 특별법」과 연계하여   부산지역 전세사기 등 피해자들의 주거 불안 해소 및 주거 안정   지원 도모 ㅇ전세피해임차인 주거안정지원금 지원
- 지원대상: 특별법에 따른 전세사기피해자(등) 결정자 (*이주비 지원사업  수혜자 제외)
- 지원금액: 155만원(생애1회)",,,2026-04-30,2026-05-04
부산 전세피해 임차인 버팀목 전세자금 대출이자 지원사업,전월세 및 주거급여 지원,전국,,온통청년,https://www.busan.go.kr/depart/charterdamage001/1662197,"「전세사기피해자 지원 및 주거안정에 관한 특별법」과 연계하여   부산지역 전세사기 등 피해자들의 주거 불안 해소 및 주거 안정   지원 도모 ㅇ전세피해 임차인 버팀목 전세대출 이자 지원
- 지원대상: 특별법에 따른 전세사기피해자(등) 결정자로서, 「전세피해 임차인 버팀목 전세대출」을 실행한 자 [*기금 저리대출, 대환 대출, 최우선변제금 버팀목 대출(무이자초과분)]
- 지원내용: 대출이자 실비 지원(월 최대 40만원 한도)
- 지원기간: 선정월로부터 2년간(최대 24회차 납입분까지)
- 지원방법: 신청인이 이자 先납부, 부산시에서 신청인 계좌로 後입금",,,2026-04-30,2026-05-04
부산 전세사기 피해주택 시설개선 지원사업,주택 및 거주지,전국,,온통청년,https://www.busan.go.kr/depart/charterdamage001/1712435?curPage=&srchBeginDt=2025-02-09&srchEndDt=2026-02-09&searchKey=&searchText=,"임대인(소유자) 소재불명 또는 연락두절 등으로 안전확보 및 피해복구가 시급한 부산시 소재의 전세사기피해주택의 공용부분 시설개선 공사 지원  ① 사업내용: 전세사기피해주택 공용부 보수공사 비용지원
 ② 사업대상: 임대인(소유자) 소재불명 또는 연락두절 등으로 안전확보 및 피해복구가 시급한 부산시 소재의 전세사기피해주택
 ③ 지원방식: 공사비 지원(민간 보조방식)
 ④ 지원금액: 최대2천만원, 전세사기피해주택 비율을 반영하여 지원
  - 공사비×지원금 지급률(전세사기피해주택* 세대수/전체 세대수): 2천만원 한도
   *소유권이 경매 등으로 피의자 외 제3자 등에게 넘어간 피해주택 제외
 ⑤ 사 업 비: 220백만원 (시비 100%)
 ⑥ 지원자격: 공용부분 소유자(점유자)의 과반수 동의를 득한 사업대상 전세사기피해주택의 관리단 또는 거주 중인 전세사기피해자",,20260202 ~ 20260313,2026-04-30,2026-05-04
2026년 상반기 경기도 대학생 학자금 대출이자 지원,교육비지원,전국,,온통청년,https://gg24.gg.go.kr,"도내 대학생, 대학원생, 미취업 졸업·수료생의 경제적 부담 경감을 위해 대출이자 지원 한국장학재단에서 2009년 2학기부터 직전 학기까지 대출받은 학자금의 사업공고일 직전 반기동안 발생한 이자 지원",,20260102 ~ 20260213,2026-04-29,2026-05-04
경기도 학자금대출 장기연체 신용회복 지원,교육비지원,전국,,온통청년,https://gg24.gg.go.kr/svcreqst/selectSvcReqst.do?svc_seq=944,"한국장학재단 학자금대출을 장기연체한 도민의 분할상환약정 초입금을 지원하여 장기연체자의 경제적 재기 기회 제공 한국장학재단 학자금 대출 장기연체(6개월 이상)로 한국신용정보원에 신용도판단정보가 등록된 자가 분할상환약정 체결 시 초기납입금 지원(1인 1회, 채무액의 10%이내, 1백만원 한도)",,20260401 ~ 20261211,2026-04-29,2026-05-04
경기도 청년 면접수당,취업,경기도,,온통청년,https://apply.jobaba.net/,취업 준비 부담 완화를 위한 면접수당 지원으로 청년 고용 촉진 취업 면접에 참여한 경기도 거주 18~39세 청년에게 면접수당 1회 5만원 지역화폐 지원 (최대 3회),,,2026-04-29,2026-05-04
기후미래직업 청년일자리 전문교육 지원,취업,경기도,,온통청년,https://www.ggeea.or.kr/index.php,"기후위기 시대 새로운 일자리 수요에 맞는 전문교육과 현장경험을 제공하여
청년의 기후미래직업 취업역량 및 취업연계 성과 제고 탄소배출 컨설팅 전문가 양성을 위한 전문교육 및 기업 연계 실습(인턴십) 및 취업지원 20명",,20260416 ~ 20260515,2026-04-29,2026-05-04
경기청년 일자리 매치업 플러스,취업,경기도,,온통청년,https://www.gjf.or.kr/main/main_biz/view.do?lclsf_sn=115&sclsf_sn=305&main_biz_sn=57&search=VVppMi8vck9NWndkRnhPSGUySXZBZz09,"취업 청년과 중소기업 간 일자리를 매칭하고, 청년이 매칭된 기업에서 일경험 종료 후 정규직으로 채용될 수 있도록 지원 참여자 인건비(3개월), 직장 적응 컨설팅 등 제공",,,2026-04-29,2026-05-04
경기청년 맞춤형 채용지원 서비스,취업,경기도,,온통청년,https://www.gjf.or.kr/main/main_biz/search/view.do?main_biz_sn=55,"도내 미취업 청년 대상 맞춤형 채용지원 서비스 제공 - (취업연계) 전문 상담을 통한 진로진단 및 맞춤형 취업지원 계획으로 청년 구직자가 원하는 일자리 정보 제공
- (컨설팅) 청년 구직자별 성향 분석, 맞춤형 1:1 인사, 채용 컨설팅
- (취업역량강화) 전‧현직자 멘토링, 직무분석 특강, 자기소개서, 면접 교육",,,2026-04-29,2026-05-04
남도학숙 운영,주택 및 거주지,광주광역시,,온통청년, https://ndhsdormitory.saramin.co.kr,"수도권에 유학중인 우리지역 출신 대학생들에게 편의 제공을 제공 서울시 내부에 위치한 기숙사 학기별 64만원(월 16만원×4개월)에 제공, 제1남도학숙과 제2남도학숙 중 선택하여 한 곳만 지원가능, 제1남도학숙(동작관) 850명, 제2남도학숙(은평관) 604명 규모 기숙사 제공, 신규입사시 입사비 10만원 부담",,,2026-04-29,2026-05-04
광주청년 일경험드림사업 제19기 참여사업장(드림터) 모집,취업,광주광역시,,온통청년,https://gjyouthdream.com,"『광주광역시 청년기본조례』 및 『광주광역시 청년일자리 창출 기본 조례』에 따라,
광주지역 미취업 청년들에게 다양한 일경험을 제공하면서 소득을 지원하는 「광주청년 일경험드림 사업」에 참여할 사업장을 다음과 같이 모집합니다. ○ 참여청년 인건비의 90% 지원 (주휴수당 포함)
○ 참여사업장은 인건비의 10% + 4대 보험료 부담
○ 참여청년 연계채용 시 중소기업 사업장에 1년간 총 240만 원 인센티브 지급",,,2026-04-29,2026-05-04
(동구)2026년 상반기 광주광역시 재정지원 일자리사업,취업,광주광역시,,온통청년,https://www.youthcenter.go.kr,"○ 취업취약계층 시민들에게 일자리를 제공하여 생활안정 및 자립기반 마련에 도움을 주고자 「2026년 상반기 광주광역시 재정지원일자리사업(동구)」참여자를 모집합니다. ○ 공공·지역서비스 분야 일자리 제공
○ 시급 10,320원 지급
○ 교통·간식비 및 주·월차수당 별도 지급
○ 4대 보험(국민연금, 건강보험, 고용보험, 산재보험) 의무 가입",,,2026-04-29,2026-05-04
(남구)2026년 광주광역시 재정지원 일자리사업,취업,광주광역시,,온통청년,https://www.youthcenter.go.kr,"광주광역시 남구에서는 취업취약계층 주민들에게 일자리를 제공하여 생활안정 및 자립기반 마련에 도움을 주고자 2026년 상반기 남구 재정지원 일자리사업 참여자를 모집 공고합니다. ○ 공공근로 및 지역공동체 일자리 제공
○ 시급 10,320원 지급 
   ※교통·간식비 및 주·월차수당 별도 지급
○ ○ 4대 보험(국민연금, 건강보험, 고용보험, 산재보험) 의무 가입",,,2026-04-29,2026-05-04
(1차) 2026 광주청년 구직활동수당 및 활동지원사업,취업,광주광역시,,온통청년,https://www.youthcenter.go.kr,"✅ 26년도 광주청년 구직활동수당 및 활동지원 사업을 시작합니다!

광주 미취업 청년들의 구직활동에 필요한 비용과 구직 역량강화 프로그램을 지원하여 청년의 지역사회 진입과 자립을 촉진합니다
(구)광주청년드림수당 및 활동지원사업  구직활동비 월 50만원 x 6개월(1인당 최대 300만원)
       - 사업참여 중 취·창업으로 중단 시 취·창업 성공수당 지원
 구직역량 강화프로그램(1회 의무 참여 필요)",,,2026-04-29,2026-05-04
공공임대주택 청년창업공간 입주기업 모집,창업,광주광역시,,온통청년,https://bukgu.gwangju.kr/menu.es?mid=a10201050100,"공공임대주택 상가 유휴공간을 활용, 청년 창업 활동을 지원하여 지역 활성화와 일자리 창출을 돕고자 하는‘청년창업공간 입주기업’을 모집합니다. ○ 개별 사무실 무상 제공(임차보증금 및 임차료 무료)
○ 창업 전문 교육기관 연계 창업지원 프로그램 제공
○ 청년창업공간 사무실 이용 지원",,,2026-04-29,2026-05-04
제2기 부끄리에이터(북구+크리에이터) 모집,취업,광주광역시,,온통청년,https://www.youthcenter.go.kr,"○ 주민이 직접 참여하는 북구 구정 정책 온라인 홍보단 운영
○ 영상 콘텐츠 제작을 통해 주민과 소통하고 공감하는 행정 구현
○ 북구 정책을 쉽고 재미있게 전달하는 시민 참여형 홍보사업 ○ 분야별 원고료 및 활동료 지급
○ 활동 경력증명서 발급
○ 1365 자원봉사포털 봉사실적 부여
○ 연말 구정 홍보 우수 부끄리에이터 표창",,,2026-04-29,2026-05-04
[남구] 월간 청년밋업 강연(1월),교육비지원,광주광역시,,온통청년,https://naver.me/xydMbCD8,"청년들을 위한 재테크 강연
○ 일시/장소: 2026. 1. 28.(수) 14:00~17:00 / 남구청 8층 대회의실
○ 추진내용: 청년 눈높이에 맞는 현실 기반 금융·경제 교육프로그램 실시
○ 대    상: 남구 청년네트워크 및 지역 청년 50여 명
○ 강    사
 1) 곽지현 (‘생활의 달인’, ‘유퀴즈’ 등 프로그램 다수 출연)
  - 강의주제: 절약과 저축으로 시작하는 재테크 첫걸음
 2) 김잔잔 (구독자 17.5만명 금융분야 유튜브 크리에이터)
  - 강의주제: 원숭이도 따라하는 재테크 ❍ (일    시) 2026. 1. 28.(수) 14:00 ~ 17:00
❍ (장    소) 남구청 8층 대회의실
❍ (대    상) 남구 청년네트워크 및 지역 청년 50여 명
❍ (내    용) 청년 맞춤형 금융·재테크·저축 관리 교육 실시(제1회)
❍ (추진방법) 강연·행사 전문업체 용역을 통한 강사 섭외 및 행사운영
❍ (강 연 자)
 1) 곽지현 강사 (‘생활의 달인’, ‘유퀴즈’ 등 프로그램 다수 출연)
   - 강의내용: 절약과 저축으로 시작하는 재테크 첫걸음(짠테크 꿀팁 5가지)
 2) 김잔잔 대표 (마음편한재테크 대표, 구독자 17.5만명 재테크 유튜버)
   - 강의내용: 원숭이도 따라하는 재테크(예금부터 주식까지 딱 ‘이것만’하세요)",,,2026-04-29,2026-05-04
광주청년 일경험드림 제19기,취업,광주광역시,,온통청년,https://gjyouthdream.com/,"지역의 미취업 청년들이 다양한 일경험을 통해 진로와 직업 비전을 찾을 수 있도록 지원 ○ 매칭된 사업장에서 실제 직무 중심의 일경험 참여
○ 근로에 따른 급여 지급 및 안정적인 근무 환경 제공
○ 직무교육과 연계된 활동 지원으로 실무 역량 강화
○ 개인 성향과 진로 계획에 맞춰 트랙 유형 선택 가능

&lt;자기주도형&gt;
 - 5개월 근무(주 25시간 / 월 131시간)
 - 직무 탐색과 자기계발을 병행하며 개인 성장 가능성을 확장하는 트랙
 - 참여기간: 2026. 3. 1. ~ 7. 31.

&lt;집중참여형&gt;
 - 3개월 근무(주 40시간 / 월 209시간)
 - 심화된 직무 경험을 통해 실무 역량을 강화하는 트랙
 - 참여기간: 2026. 3. 1. ~ 5. 31.

○ 급여: 2026년 광주광역시 생활임금 시급 13,303원 적용
○ 희망 사업장의 모집 트랙 유형에 따라 지원 가능",,,2026-04-29,2026-05-04
2026년 당신근처의 광산일자리 지속일자리분야(1기) 참여자 모집,취업,광주광역시,,온통청년,https://www.youthcenter.go.kr,"○ 지역 기반 민간 플랫폼(당근)을 활용한 생활밀착형 공공일자리 제공
○ 내 집 근처 공공일자리 참여를 통한 다양한 일경험 기회 지원
○ 참여 중심의 새로운 일자리 모델을 통한 지역 공동체 활성화 ○ 주 12시간 근무의 지속형 공공일자리 제공
○ 시간당 13,303원(광주광역시 생활임금) 지급
○ 생활권 내 공공·행정·환경·시설관리 등 다양한 일경험 제공",,,2026-04-29,2026-05-04
2026년 창업도약패키지(일반형) 창업기업 모집,창업,광주광역시,,온통청년,https://www.youthcenter.go.kr,"○ 유망 기술창업 아이템 보유 도약기 창업기업 대상 비즈니스 모델 혁신 및 제품·서비스 고도화 지원
○ 사업화 자금 및 주관기관 창업프로그램(후속투자 유치, 글로벌 진출 등) 지원 ○ 사업화 자금 평균 1.2억원 내외(최대 2억원) 지원
○ 총사업비 = 정부지원사업비 + 자기부담사업비(현금·현물, 소재지에 따라 비율 차등)
○ 창업프로그램(공통: 후속투자 유치, 글로벌 시장 진출·확대 / 자율: BM·기술 고도화, 마케팅·판로, 네트워킹 등) 지원
○ 협약종료 이후 최종 성과평가 등급 '우수'이상이면서 기술보증ㅇ기금의 보증 조건을 충족하는 창업기업을 추천",,,2026-04-29,2026-05-04
2026년도 초기창업패키지(일반형) 창업기업 모집,창업,광주광역시,,온통청년,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?pbancClssCd=PBC010&amp;schM=view&amp;pbancSn=176019,"유망 창업 아이템 및 기술을 보유한 초기창업기업의 사업 안정화와 성장을 지원하는『2026년도 초기창업패키지』에 참여할 창업기업을 다음과 같이 모집합니다. ○ 사업화 자금 평균 0.5억원, 최대 1억원 지원(시제품 제작, 마케팅, 지식재산권 출원·등록 등)
  ※ 총사업비 구성: 정부지원사업비 + 자기부담사업비
○ 창업프로그램 지원(시장진입, 투자유치, 실증 검증, 기관별 자율 프로그램 등)
○ 협약종료 이후 최종 성과평가 등급 ‘우수’ 이상이면서 기술보증기금의 보증 조건을 충족하는 창업기업을 추천",,,2026-04-29,2026-05-04
2026 동명청년창작소 [커머스빌딩 START] 참여 교육생 모집,창업,광주광역시,,온통청년,https://dmyouthlab.kr/program/fc11aa5d-8fef-4250-9961-75594912e3f3,"청년 창업자의 아이디어를 실질적인 사업 모델로 구체화하고, 분야별 전담 멘토링과 실습·코칭을 통해 실제 창업까지 이어질 수 있도록 지원하고자「커머스빌딩 START」 프로그램 참여자를 모집합니다. ○ 공통 기초 교육: 창업 가치(WHY) 설정, 시장 분석, 고객 정의, 수익모델(BM) 설계, 사업계획서 작성 및 지원사업 전략
○ 분야별 전담 멘토 트랙: F&amp;B / 온라인 커머스 / 브랜딩·디자인 / AI 활용 창업 중 택1, 1:1 밀착 코칭
○ 실습·코칭 중심 과정: 사업 모델 고도화 실습, 팀별 피드백, 개별 멘토링, 졸업평가 운영
○ 수료혜택: 수료증 발급, 후속 프로그램 연계 지원, 분야별 전문가 멘토링 지속 연계",,,2026-04-29,2026-05-04
광산청년온가 입주자 모집 재공고,주택 및 거주지,광주광역시,,온통청년,https://blog.naver.com/youth-onga/224266721123,"광산구가 청년의 성공적인 자립과 미래를 위해 준비한 청년 빌드업스테이 광산청년온(溫)가(家)에서 2026년 정기 입주자 모집 중 남성청년 모집을 재공고 하오니 
미취업 남성청년들의 많은 관심과 도전 바랍니다.
 □ 모집개요
❍ 모집대상 : 광주광역시 거주 미취업 남성청년(만19세 ~ 39세) *임대료 : 입주시 보증금 50만원(퇴거시 환불)외 월임대료 없음
❍ 모집인원 : 남자 0명
❍ 모집기간 : 2026. 4. 27.(월) ~ 5.10.(일)24:00, 14일간
❍ 지원내용
- 독립주거실 : 1인 1호실 독립공간 제공 (각실마다 침대, 냉장고, 에어컨, 인덕션, 화장실 등 구비)
- 자립역량교육 : 건강관리, 마음관리, 대인관계, 생활안정 영역 등
- 취업역량교육 : 취업지원정책연계, 진로탐색, 구직기술, 직무역량 등
❍ 입주기간 : 1년 (연장신청시 최대 1년 연장 가능)
❍ 문의처 062-710-7717(광산청년온가)

이메일 접수 (youth-onga@naver.com)
      ※ 2026. 5. 10.(일) 24시까지 메일함에 도착하여야 함",,20260427 ~ 20260510,2026-04-29,2026-05-04
「2026년 광산구 청년창업자 사업장 월 임대료 지원사업」 지원대상자 모집,창업,광주광역시,,온통청년,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121452,"○ 초기 청년 창업자 경제적 부담 완화 및 안정적 창업 정착 지원 ○ 임대료 지원
· 선정월부터 3개월간 사업장 월 임대료 70% 지원
· 월 20만원 한도, 총 60만원 이내
※ 관리비, 보증금 등 제외(상가 임대차계약서상 월세 기준)",,20260427 ~ 20261231,2026-04-29,2026-05-04
제12회 광주광역시 공공데이터‧AI 활용 창업경진대회 참가자 모집,창업,광주광역시,,온통청년,https://youth.gwangju.go.kr/www/50?siteId=www&policyId=1354&url=%2Fwww%2Fpolicy%2FgjYgPolicyView,"○ 공공데이터와 AI 활용 창업경진대회 개최
· 공공데이터 기반 아이디어 기획 및 제품·서비스 개발 발굴
· 데이터 기반 창업문화 촉진 및 광주지역 사회문제 해결 기여 ○ 공모부문
· 아이디어 기획: 공공데이터와 AI를 모두 활용한 사회문화 혁신형 창업아이디어 제안
· 제품·서비스 개발: 공공데이터와 AI를 모두 활용한 사회문화 혁신형 제품·서비스 제안
※ 접수 마감일까지 시제품 완료 필요

○ 시상내역(총 9개팀, 18,500천원)
· 아이디어 기획: 최우수(3,000천원) / 우수(2,000천원) / 장려(1,000천원) / 특별상(1,000천원) / 특별상(500천원)
· 제품·서비스 개발: 최우수(5,000천원) / 우수(3,000천원) / 장려(2,000천원) / 특별상(1,000천원)
※ 시상수·시상금 등 시상 규모 변경 가능

○ 후속 프로그램
· 부문별 상위 1개팀 통합본선(행정안전부 주관) 진출 자격 부여
· BM 고도화 컨설팅, 발표자료 디자인, 피칭 역량강화 멘토링(추천 팀당 2회)
· 공공데이터포털 활용사례 등록·홍보 지원",,20260423 ~ 20260524,2026-04-29,2026-05-04
2026년 구직청년 자격증 취득지원 사업(5월 4일 10:00 모집 예정),취업,광주광역시,,온통청년,https://youth.gwangju.go.kr/www/50?formSeq=90&mapngColumn=policy_id&mapngId=1353&url=%2Fwww%2Fform%2FapplFormView,"구직활동에 필요한 어학(능력)·자격증 시험 응시료 지원 ❍ 지원내용 : 자격증 응시료 인당 10만원 내 연 1개 시험 응시료 지원
     ※ 단계별 시험(필기,실기 등)은 명칭과 상관 없이 합산 신청 가능(개별 신청하여 지급 완료 시, 당해 연도 추가 신청 및 소급 지원 불가)

❍ 지원분야
  - 한국사 및 어학능력시험 : 국사편찬위원회 주관 한국사 시험 및 어학능력시험 20종 
  - 국가기술자격증 : 「국가기술자격법」시행규칙 별표2에 따른 국가기술자격증
  - 국가전문자격증 : 한국산업인력공단(Q-net) 국가자격 종목별 상세정보 참고 /*자동차운전면허 제외
  - 국가공인자격증 : 민간자격정보서비스에 등록된 &apos;공인&apos;자격증 /* 민간자격정보서비스 상의 구분이 &quot;부분공인&quot;이라면 국가공인 등급(급수) 취득 및 해당 성적 달성 시에 한하여 지원 가능 /* 민간자격정보서비스 상의 구분이 &quot;등록&quot;이라면 지원 제외",,20260504 ~ 20260531,2026-04-29,2026-05-04
부산 청년잡(JOB) 성장프로젝트,취업,전국,,온통청년,https://busanjob.net,"실업초기 청년발굴, 역량강화, 사후관리까지 청년중심 원스톱 고용서비스 제공 ① 부산 청년잡(JOB) 성장카페 운영
  - (1호점, 서면 청년두드림센터 1층) 기업발굴단 운영, 역량강화, 청년-기업 매칭 
  - (2호점, 서면 청년두드림센터 2층) 역량강화, 청년-기업 매칭 
  - (3호점, 부산경영자총협회 서부산지소(사상구)) 역량강화, 청년-기업 매칭

② 맞춤형 프로그램 운영
  - 초기상담: 청년 참여자 특성 파악 후, 개인맞춤형 프로그램 설계 및 제안
  - 트랙별 맞춤형 프로그램
    ‣ (트랙1)자신감회복, (트랙2)취업집중, (트랙3)진로집중 
 
③ 지역특화 프로그램 운영
  - 경제적 자립기반 지원 금융교육, ‘청끌기업’ 연계 교육 등",,,2026-04-29,2026-05-04
부산청년 취업성공풀(Full) 패키지 지원,취업,전국,,온통청년,https://busanjob.net,"미취업 청년들에게 취업성공부터 직장적응, 고용유지까지 맞춤형 
 패키지 지원을 통한 구직활동 촉진 및 안정적 정착 지원 ① 구직전담매니저 통해 취업후 1년간 고용시 1인당 최대 1,000천원 지원
 - (시)청년취업도약지원금 + (시+고용부)직장직응지원 + (고용부)청년일자리도약장려금",,,2026-04-29,2026-05-04
부산청년 잡(JOB)매칭 인턴사업,취업,전국,,온통청년,https://busanjob.net,"미취업 청년의 경력 형성을 위한 실무 경험 제공 및 채용연계형 인턴십 지원 ① 채용 연계형 인턴십 지원
 - (청년) 경력 형성을 위한 실무 경험 제공
 - (기업) 정규직 전환 조건의 인턴 채용시, 최대 3개월간 월 150만원 지원
② 참여자 교육 실시 및 역량강화 지원
 - (청년) 직무적응력, 커리어 개발 등 직업 실무 역량강화 교육 지원
 - (기업) 인사노무 컨설팅 등 지원",,,2026-04-29,2026-05-04
부산 청끌기업 발굴·매칭 지원사업(청끌기업),취업,전국,,온통청년,https://busanjob.net,"청년이 원하는 기업 120개사 발굴·선정 지원으로 양질의 일자리  제공 및 미스매치 해소 완화
  청년이 원하는 기업 발굴 및 지원을 통한 양질의 일자리 제공
 - 청년 눈높이에 맞는 우수 기업 발굴·홍보 지원을 통해 지역 기업 
   긍정적 인식 변화 유도
 - 청끌기업 경쟁력 강화와 브랜드 이미지 제고를 통해 역량 있는 
   청년 인재의 지역 유입 촉진 
 - 인턴십 연계 및 채용박람회 등 기업-청년 맞춤형 매칭을 강화
   하여 실질적인 고용 성과 창출",,,2026-04-29,2026-05-04
부산 청년고용 우수기업 인증·지원,취업,전국,,온통청년,https://busanjob.net,"청끌기업(120개사) 대상, 청년고용증대에 기여한 기업을 '청년고용 우수기업'으로 선정(5개사), 신규 일자리 확대 및 지역경제 활성화 도모  ① 청년고용우수기업 선정 5개사 선정
 ② 청년고용우수기업 인증서 교부
 ③ 지역 우수기업(인) 인증 지정
 ④ 청년 채용 좋은일터 강화 지원 1개사당 40,000천원 지원 등",,,2026-04-29,2026-05-04
부산 청년 맞춤형 민간임대주택 공급(희망더함주택),주택 및 거주지,전국,,온통청년,https://www.busan.go.kr/depart/dreamhouse,"대중교통 이용이 편리한 지역에 규제 완화를 통해 양질의 저렴한 공공지원민간임대주택을 10년간 청년층에게 공급  - 공급대상: 19세 이상 39세 이하 무주택 청년 및 신혼부부
 - 임 대 료: 주변시세의 85%이하
   (일반공급 85%이하, 특별공급 75% 이하)
 - 규제완화: 용적률 법적 상한까지 완화, 건축물 최고높이 적용 배제
 - 대 상 지: 역세권, 주요도로변 / 상업, 주거, 준공업지역
  ▸ 주요도로변: 역세권이 아닌 지역으로서, 부산광역시도로부터 50m 이내 지역
  ▸ 역 세 권: 승강장 경계 기준으로 역세권 유형에 따라 범위(500m, 350m) 설정",,,2026-04-29,2026-05-04
부산 평생함께 청년모두가 주거비 지원사업,전월세 및 주거급여 지원,전국,,온통청년,https://plus.gov.kr/,"부산시 공공임대주택에 입주 중인 청년과 신혼부부에게 월임대료 지원을 통한 청년 주거행복 지원 부산시 공공임대주택에 입주 중인 청년과 신혼부부에게 월 임대료 지원
- (추진주체) 부산시, 부산도시공사, 한국토지주택공사
- (지원대상) 부산시 공공임대주택에 입주 중인 청년, 신혼부부
 ▷ 청    년 : 1인 미혼 청년(19세 이상~39세 이하)
 ▷ 신혼부부 : 혼인 7년 이내(부부 중 1명이 청년 연령에 해당) 
- (선정방법) 법정 저소득층, 건강보험료 납부액 등 확인 후 저소득 세대 선정
 ▷ 소득기준 : 세대별 월평균 소득이 전년도 도시근로자 가구원수별
              월평균 소득의 100% 이하인 세대
- (지원금액) 본인부담금 3만원(월)을 제외한 월임대료 전액
- (지원기간) 청년 최대 6년, 신혼부부* 최대 7년
   * 자녀 출산 시 최대 20년(1자녀) ~ 평생(2자녀)",,,2026-04-29,2026-05-04
부산 신혼부부 럭키7하우스 지원사업,전월세 및 주거급여 지원,전국,,온통청년,plus.gov.kr,"부산 공공임대주택에 입주하는 신혼부부에게 최대 7년간 월임대료와 임대주택 보증금 대출이자를 지원 ① 신혼부부 럭키7하우스 300호 공급
 - 2022년부터 2026년까지 신혼부부 럭키7하우스로 지정한 공공임대주택(행복주택, 통합공공임대주택 및 매입임대주택 물량 중 일부) 300호 공급
② 월임대료 및 임대보증금 대출이자 지원
 - 해당주택에 입주하는 신혼부부에게 월임대료 및 임대보증금 대출(럭키7하우스 전용 대출상품 이용시) 이자 지원",,,2026-04-29,2026-05-04
2026년 전주시 지역우수인재 장학생 모집(1학기),교육비지원,전라북도,,온통청년,https://www.jeonju.go.kr/reserve/index.9is,"지역 인재를 장학생으로 선발하여 경제적 부담을 경감시켜 학업에 정진할 수 있는 계기를 마련하여 줌으로서 전주시 지역발전에 이바지 할 인재로 육성 장학금액 : 1인당 고등학생 500천원, 대학생 2,000천원",,20260323 ~ 20260403,2026-04-28,2026-05-04
전주시 산하기관 채용정보 모아-JOB 운영,취업,전라북도,,온통청년,https://www.jeonju.go.kr/reserve/index.9is,"취업에 어려움을 겪는 청년들에게 시 산하 기관(부서)의 채용계획을 통합 제공하여 채용 정보를 한눈에 볼 수 있도록 정보 접근성 강화 -대상 : 공공부문 채용정보를 제공받고 싶어하는 청년
-규모 : 전주시 산하기관(부서)  *출연, 민간위탁기관 포함
-내용 : 청정지대 내 공공일자리 채용계획 통합 게시(월 1회)",,,2026-04-28,2026-05-04
